Forest_Area_ha,Tree_Cover_Loss_ha,Annual_Rainfall_mm,Population_Density,Fire_Incidents,Deforestation_Risk,Illegal_Logging_Flag,Year,Month,Day,Region_Central,Region_Eastern,Region_Northern,Region_Western,District_Gulu,District_Kabale,District_Mbale,District_Mbarara,District_Mukono,District_Wakiso,Forest_Type_Dry Forest,Forest_Type_Mangrove,Forest_Type_Montane Forest,Forest_Type_Plantation,Forest_Type_Tropical Rainforest,Forest_Type_Woodland
6539.61,273.17,2419.8,554.0,21,0,1.0,2021.0,9.0,22.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
8983.42,240.61,1606.3,282.0,5,2,1.0,2024.0,7.0,15.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6293.94,456.54,1598.7,129.0,4,0,1.0,2022.0,10.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5678.9,210.63,1946.6,483.0,8,2,1.0,2022.0,9.0,21.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5815.66,72.41,2049.6,398.0,12,0,1.0,2023.0,4.0,14.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9027.11,127.91,1110.5,237.0,21,0,1.0,2024.0,8.0,30.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
7807.42,511.18,2391.3,41.0,22,0,0.0,2024.0,1.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
9055.54,543.7,1826.8,610.0,5,0,0.0,2023.0,9.0,30.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5396.15,14.28,1449.1,670.0,4,1,0.0,2023.0,12.0,23.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4343.8,308.82,2446.4,57.0,21,0,0.0,2022.0,8.0,27.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7150.2,201.76,2054.0,232.0,2,2,0.0,2021.0,9.0,15.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7381.33,165.57,1736.0,64.0,3,2,1.0,2024.0,8.0,30.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4530.04,30.47,2006.0,735.0,9,1,0.0,2022.0,4.0,23.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4461.07,270.03,1833.1,657.0,16,0,1.0,2021.0,5.0,24.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2859.44,55.55,1450.1,213.0,22,0,1.0,2024.0,12.0,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1054.67,32.09,1036.5,166.0,3,1,0.0,2022.0,12.0,4.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2010.67,114.66,1587.7,403.0,1,2,1.0,2022.0,12.0,30.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5500.31,43.17,2070.7,820.0,11,0,1.0,2022.0,5.0,24.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3356.46,105.98,2238.8,285.0,21,0,1.0,2021.0,4.0,4.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1660.69,107.51,2226.6,78.0,4,2,1.0,2024.0,7.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3055.15,144.41,1446.5,54.0,10,2,0.0,2022.0,2.0,16.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
4737.6,219.63,1705.5,361.0,5,2,1.0,2022.0,2.0,11.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6370.74,374.56,2136.0,210.0,17,0,0.0,2024.0,10.0,23.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
5769.48,15.85,823.6,672.0,25,0,1.0,2023.0,4.0,7.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8526.47,255.84,1265.2,414.0,1,2,1.0,2021.0,9.0,23.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9674.87,343.9,2488.8,541.0,6,0,1.0,2022.0,3.0,17.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3937.01,213.18,1631.0,477.0,9,2,1.0,2022.0,1.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3831.31,41.37,891.4,823.0,21,0,1.0,2022.0,9.0,21.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9249.23,707.81,2130.4,631.0,6,0,0.0,2021.0,9.0,21.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7098.41,441.04,2048.2,811.0,3,0,0.0,2023.0,9.0,21.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2890.53,67.43,2440.3,699.0,2,1,1.0,2024.0,7.0,28.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3314.32,173.97,1368.2,36.0,20,2,0.0,2023.0,5.0,10.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
8676.52,0.43,1099.8,323.0,14,1,0.0,2024.0,3.0,31.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
8685.67,663.54,1152.3,315.0,22,0,1.0,2023.0,6.0,8.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3011.43,100.44,1402.4,106.0,8,2,0.0,2024.0,8.0,7.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
196.25,12.4,1446.3,90.0,24,1,0.0,2023.0,2.0,23.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1872.74,23.36,1901.7,427.0,14,0,1.0,2024.0,7.0,17.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
352.55,21.16,1333.1,373.0,22,1,0.0,2024.0,8.0,17.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1596.54,109.4,1854.0,178.0,7,2,0.0,2021.0,5.0,27.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6048.76,108.6,1347.5,77.0,13,2,0.0,2023.0,11.0,6.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
680.84,8.56,1947.8,789.0,2,1,1.0,2021.0,10.0,13.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2853.45,168.28,2362.8,211.0,3,2,1.0,2022.0,2.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7657.4,16.94,2169.3,524.0,1,1,1.0,2021.0,12.0,19.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5791.93,416.58,765.8,605.0,5,0,1.0,2023.0,8.0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8982.81,332.74,1071.9,863.0,4,0,1.0,2024.0,2.0,5.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6346.02,96.29,1445.9,667.0,22,1,0.0,2022.0,6.0,19.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7775.38,101.5,711.0,563.0,10,2,1.0,2022.0,4.0,21.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8358.1,533.83,1607.1,597.0,6,0,0.0,2024.0,7.0,14.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
8000.06,336.24,1228.4,858.0,16,0,0.0,2022.0,4.0,7.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3408.51,268.2,1217.6,777.0,4,2,0.0,2024.0,6.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2178.5,77.41,1301.1,865.0,8,1,0.0,2022.0,7.0,15.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7717.97,569.56,857.3,571.0,11,0,0.0,2024.0,3.0,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5344.06,145.4,1603.9,669.0,5,2,0.0,2023.0,3.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
717.64,31.25,1604.5,144.0,11,1,0.0,2023.0,1.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8517.15,412.06,1338.7,583.0,10,0,0.0,2021.0,7.0,30.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
687.36,9.6,2131.6,457.0,11,0,1.0,2021.0,12.0,20.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3348.8,261.97,1553.7,879.0,8,2,1.0,2023.0,12.0,13.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7965.55,179.9,920.9,725.0,23,2,0.0,2022.0,7.0,30.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
292.46,15.24,2031.1,622.0,7,1,1.0,2024.0,5.0,29.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
574.78,38.51,2086.2,350.0,8,1,0.0,2024.0,3.0,29.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7711.45,283.5,1912.3,165.0,0,2,1.0,2022.0,3.0,16.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6652.18,78.69,2381.0,804.0,24,0,1.0,2022.0,2.0,26.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3255.92,145.48,852.8,577.0,14,2,0.0,2023.0,8.0,27.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6913.01,220.42,1867.2,853.0,9,2,1.0,2024.0,1.0,8.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6990.56,23.37,1581.8,563.0,15,0,1.0,2024.0,10.0,10.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8476.59,592.72,1202.5,309.0,7,0,1.0,2021.0,9.0,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3383.65,68.97,2128.3,641.0,20,0,1.0,2022.0,7.0,21.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6237.34,206.41,2094.7,691.0,17,0,1.0,2021.0,7.0,20.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
6190.5,297.75,2229.0,873.0,13,0,1.0,2023.0,12.0,17.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4748.88,125.2,1553.4,771.0,17,0,1.0,2023.0,7.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4165.22,95.2,1926.8,93.0,1,1,0.0,2021.0,5.0,31.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9771.24,662.46,1921.1,777.0,21,0,0.0,2021.0,10.0,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1803.98,71.63,1677.0,849.0,21,0,1.0,2024.0,11.0,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
563.89,24.55,1060.7,444.0,4,1,0.0,2024.0,11.0,23.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
9895.35,719.8,1523.7,337.0,16,0,1.0,2021.0,1.0,27.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
403.43,5.81,1754.9,413.0,4,1,1.0,2023.0,9.0,15.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3951.15,81.58,732.5,832.0,17,1,0.0,2022.0,9.0,26.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8587.15,258.68,1752.3,378.0,14,0,1.0,2023.0,8.0,11.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2393.67,117.41,1234.9,393.0,12,0,1.0,2021.0,10.0,11.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1032.72,25.58,1036.7,369.0,4,1,0.0,2022.0,5.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
244.72,13.44,1801.9,307.0,23,0,1.0,2022.0,9.0,19.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
485.06,3.74,2434.0,722.0,5,1,1.0,2024.0,1.0,29.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7026.01,372.33,2434.8,216.0,1,0,0.0,2024.0,11.0,10.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
8348.5,329.67,1891.2,798.0,15,0,0.0,2024.0,3.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4466.42,169.18,2129.9,241.0,17,2,0.0,2023.0,9.0,29.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
7403.82,432.36,1253.6,341.0,4,0,0.0,2021.0,5.0,19.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1826.27,142.35,779.4,349.0,22,0,1.0,2021.0,4.0,29.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1533.38,33.1,2056.9,174.0,7,1,1.0,2021.0,6.0,20.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3464.19,62.52,860.6,155.0,7,1,0.0,2023.0,11.0,9.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
8687.68,444.74,1310.7,455.0,15,0,1.0,2023.0,4.0,16.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7743.03,249.45,1007.2,668.0,23,0,1.0,2024.0,6.0,9.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9655.01,623.04,1368.9,121.0,13,0,1.0,2021.0,12.0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9043.92,414.11,2262.1,156.0,22,0,0.0,2021.0,2.0,28.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9748.93,52.0,1681.1,419.0,19,1,0.0,2022.0,3.0,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6516.19,350.28,772.6,91.0,22,0,0.0,2022.0,6.0,25.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5614.31,189.0,1922.9,35.0,14,0,1.0,2022.0,4.0,16.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8483.09,609.29,1602.3,392.0,18,0,0.0,2024.0,4.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7830.98,595.83,2167.1,844.0,9,0,1.0,2024.0,2.0,26.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4856.96,77.9,2077.2,862.0,18,0,1.0,2022.0,6.0,29.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7513.11,10.35,1600.1,435.0,16,1,0.0,2024.0,9.0,15.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
402.49,8.83,1716.3,437.0,9,1,1.0,2022.0,10.0,16.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
480.69,33.7,1412.6,356.0,18,1,0.0,2023.0,9.0,7.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7796.74,102.94,2275.8,455.0,0,2,0.0,2021.0,8.0,24.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1473.89,76.39,1096.1,518.0,12,0,1.0,2023.0,6.0,17.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9704.17,154.91,711.7,664.0,16,2,0.0,2021.0,7.0,29.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2228.78,88.33,1757.3,734.0,8,1,0.0,2023.0,7.0,11.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
9602.15,30.66,1013.3,736.0,20,1,0.0,2023.0,8.0,7.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4729.13,308.99,1967.8,702.0,17,0,0.0,2022.0,2.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7775.17,608.59,732.8,853.0,11,0,0.0,2024.0,2.0,28.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3996.42,308.45,1022.3,112.0,6,0,0.0,2024.0,6.0,24.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7184.15,130.47,885.0,659.0,16,0,1.0,2024.0,2.0,7.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7059.25,113.66,2036.6,688.0,0,2,1.0,2022.0,6.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2836.72,151.43,1364.5,575.0,10,2,1.0,2022.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
528.34,38.7,1152.3,477.0,16,0,1.0,2022.0,10.0,25.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7987.68,59.45,1271.7,81.0,0,1,1.0,2022.0,7.0,12.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3279.68,101.88,2439.9,841.0,17,0,1.0,2024.0,5.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
6914.87,297.08,2126.4,876.0,15,2,0.0,2023.0,8.0,3.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
9634.76,286.14,1893.9,383.0,6,2,1.0,2023.0,9.0,29.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6518.65,24.02,1044.6,564.0,12,0,1.0,2023.0,3.0,30.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1420.85,17.11,1486.8,394.0,2,1,0.0,2024.0,4.0,7.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5986.36,404.44,1267.4,655.0,25,0,1.0,2022.0,9.0,17.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4636.76,60.22,1112.2,359.0,11,0,1.0,2021.0,10.0,24.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
9023.72,172.7,1735.8,793.0,25,2,0.0,2021.0,4.0,17.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1704.69,110.98,1747.1,360.0,7,2,1.0,2023.0,12.0,23.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
5716.21,245.16,1938.9,743.0,18,2,0.0,2024.0,5.0,20.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9146.86,442.35,2127.3,774.0,4,0,1.0,2022.0,5.0,15.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7194.73,65.38,1482.1,163.0,0,1,1.0,2021.0,2.0,20.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
618.91,20.39,1873.2,394.0,13,1,0.0,2021.0,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
338.92,14.96,2352.4,406.0,24,0,1.0,2024.0,6.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
6247.69,111.65,2466.6,507.0,0,2,0.0,2021.0,5.0,17.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6359.1,486.52,1344.6,189.0,1,0,0.0,2024.0,8.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5735.1,152.2,750.1,139.0,19,2,0.0,2022.0,12.0,31.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9080.59,538.95,1031.6,547.0,18,0,1.0,2021.0,5.0,15.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3384.81,164.54,1071.7,503.0,13,2,0.0,2024.0,5.0,11.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9824.16,181.33,2415.0,337.0,7,2,0.0,2022.0,3.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
944.42,15.62,1113.0,239.0,4,1,0.0,2023.0,8.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8651.88,301.51,1199.6,467.0,8,0,1.0,2022.0,10.0,21.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6784.39,74.78,2489.3,296.0,3,1,0.0,2023.0,11.0,19.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9367.24,635.51,2296.0,32.0,20,0,0.0,2023.0,7.0,22.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2547.57,56.0,1383.5,551.0,25,1,0.0,2023.0,6.0,20.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7331.89,5.22,2369.3,46.0,8,1,1.0,2021.0,1.0,7.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2293.46,128.33,2246.9,235.0,0,2,1.0,2022.0,5.0,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5021.42,3.14,1501.0,868.0,22,1,0.0,2023.0,6.0,18.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
4148.96,267.32,2174.1,160.0,23,2,0.0,2023.0,8.0,14.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9223.35,272.64,1734.9,628.0,7,2,0.0,2023.0,9.0,30.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6535.01,377.03,2360.6,589.0,25,0,1.0,2024.0,3.0,26.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
4413.41,331.28,1790.0,196.0,24,0,0.0,2023.0,3.0,10.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3999.03,60.36,1169.3,103.0,4,1,1.0,2024.0,12.0,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3974.32,76.33,1253.6,608.0,21,1,0.0,2024.0,12.0,20.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7275.03,403.62,1054.1,501.0,13,0,1.0,2022.0,3.0,8.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
457.61,31.33,2497.9,38.0,4,1,0.0,2022.0,11.0,20.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3526.99,57.2,1755.0,209.0,15,1,0.0,2023.0,12.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6277.2,477.16,1837.5,660.0,22,0,0.0,2023.0,7.0,21.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2502.85,190.89,838.7,75.0,20,0,1.0,2021.0,3.0,23.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4065.81,314.24,2092.7,56.0,2,0,0.0,2021.0,3.0,27.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1373.54,11.08,1107.7,633.0,13,0,1.0,2021.0,11.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2249.22,152.26,1555.9,759.0,17,0,1.0,2021.0,2.0,23.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3205.44,246.06,2122.8,92.0,7,2,1.0,2023.0,7.0,20.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
229.59,6.11,1633.9,849.0,3,1,0.0,2024.0,5.0,23.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6048.12,466.87,1859.9,623.0,3,0,1.0,2021.0,10.0,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
169.72,9.18,1670.9,704.0,25,0,1.0,2024.0,7.0,14.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2653.64,168.12,1393.9,389.0,25,2,0.0,2021.0,12.0,10.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1089.94,14.77,1520.7,605.0,23,0,1.0,2023.0,11.0,10.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3628.06,196.76,1780.5,580.0,14,0,1.0,2022.0,3.0,28.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3144.19,163.51,2350.0,752.0,2,2,0.0,2021.0,10.0,22.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7271.66,442.24,2069.1,136.0,24,0,0.0,2024.0,4.0,10.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6775.49,312.23,1591.6,837.0,10,0,1.0,2021.0,10.0,25.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7265.16,100.22,796.9,756.0,25,0,1.0,2022.0,7.0,5.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8019.77,406.76,2224.9,362.0,16,0,0.0,2023.0,11.0,8.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6468.81,69.2,1855.7,622.0,3,1,0.0,2024.0,11.0,16.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
4927.3,103.62,928.6,882.0,16,2,0.0,2023.0,5.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
9546.1,77.71,1748.1,760.0,0,1,1.0,2022.0,2.0,27.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8769.09,502.42,1488.4,42.0,17,0,0.0,2022.0,1.0,15.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
9301.85,464.35,1392.7,471.0,21,0,0.0,2023.0,4.0,9.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6005.0,209.45,1449.9,30.0,14,2,0.0,2022.0,9.0,9.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9217.01,109.38,1297.6,447.0,3,2,0.0,2021.0,11.0,15.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9084.39,179.97,1661.5,324.0,12,0,1.0,2022.0,1.0,23.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6958.98,147.46,2457.2,815.0,8,2,0.0,2023.0,8.0,7.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7569.79,427.34,1837.6,777.0,6,0,0.0,2021.0,11.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9391.63,553.21,1870.9,404.0,21,0,1.0,2022.0,9.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2192.76,104.41,718.3,596.0,9,2,0.0,2022.0,8.0,31.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1299.25,23.9,813.9,95.0,12,1,0.0,2021.0,3.0,7.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6071.76,49.22,1164.5,181.0,17,0,1.0,2024.0,8.0,15.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5173.03,335.34,1627.4,800.0,10,0,0.0,2021.0,1.0,24.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6091.58,390.54,1106.3,452.0,20,0,0.0,2021.0,8.0,11.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3928.29,184.92,1399.7,772.0,11,2,0.0,2023.0,10.0,16.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1503.12,113.03,1882.9,331.0,12,2,0.0,2023.0,6.0,27.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9036.4,420.76,1189.5,247.0,8,0,1.0,2021.0,5.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9898.08,574.35,2438.8,331.0,1,0,0.0,2021.0,8.0,17.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
659.33,43.48,1993.8,677.0,19,0,1.0,2024.0,10.0,24.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5312.88,370.15,2413.7,605.0,16,0,1.0,2021.0,2.0,25.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5335.89,114.11,854.9,437.0,8,2,1.0,2024.0,4.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1945.73,124.6,949.1,244.0,5,2,0.0,2023.0,10.0,30.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8098.34,470.69,2320.3,473.0,4,0,1.0,2024.0,8.0,29.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
