Record_ID,Observation_Date,Region,District,Forest_Type,Forest_Area_ha,Tree_Cover_Loss_ha,Annual_Rainfall_mm,Population_Density,Fire_Incidents,Illegal_Logging,Deforestation_Risk
REC00545,2023-07-21,Eastern,Mbale,Tropical Rainforest,6277.2,477.16,1837.5,660,22,No,High
REC00546,2021-03-23,Eastern,Mbale,Plantation,2502.85,190.89,838.7,75,20,Yes,High
REC00547,2021-03-27,Central,Wakiso,Mangrove,4065.81,314.24,2092.7,56,2,No,High
REC00548,2021-11-03,Western,Mbarara,Montane Forest,1373.54,11.08,1107.7,633,13,Yes,High
REC00549,2021-02-23,Central,Wakiso,Woodland,2249.22,152.26,1555.9,759,17,Yes,High
REC00550,2023-07-20,Central,Wakiso,Dry Forest,3205.44,246.06,2122.8,92,7,Yes,Medium
REC00551,2024-05-23,Central,Wakiso,Dry Forest,229.59,6.11,1633.9,849,3,No,Low
REC00552,2021-10-01,Northern,Gulu,Mangrove,6048.12,466.87,1859.9,623,3,Yes,High
REC00553,2024-07-14,Western,Mbarara,Dry Forest,169.72,9.18,1670.9,704,25,Yes,High
REC00554,2021-12-10,Central,Wakiso,Tropical Rainforest,2653.64,168.12,1393.9,389,25,No,Medium
REC00555,2023-11-10,Western,Kabale,Mangrove,1089.94,14.77,1520.7,605,23,Yes,High
REC00556,2022-03-28,Western,Kabale,Plantation,3628.06,196.76,1780.5,580,14,Yes,High
REC00557,2021-10-22,Central,Wakiso,Plantation,3144.19,163.51,2350.0,752,2,No,Medium
REC00558,2024-04-10,Northern,Gulu,Woodland,7271.66,442.24,2069.1,136,24,No,High
REC00559,2021-10-25,Eastern,Mbale,Tropical Rainforest,6775.49,312.23,1591.6,837,10,Yes,High
REC00560,2022-07-05,Eastern,Mbale,Dry Forest,7265.16,100.22,796.9,756,25,Yes,High
REC00561,2023-11-08,Eastern,Mbale,Woodland,8019.77,406.76,2224.9,362,16,No,High
REC00562,2024-11-16,Western,Kabale,Mangrove,6468.81,69.2,1855.7,622,3,No,Low
REC00563,2023-05-04,Northern,Gulu,Woodland,4927.3,103.62,928.6,882,16,No,Medium
REC00564,2022-02-27,Central,Mukono,Plantation,9546.1,77.71,1748.1,760,0,Yes,Low
REC00565,2022-01-15,Northern,Gulu,Montane Forest,8769.09,502.42,1488.4,42,17,No,High
REC00566,2023-04-09,Eastern,Mbale,Woodland,9301.85,464.35,1392.7,471,21,No,High
REC00567,2022-09-09,Western,Mbarara,Montane Forest,6005.0,209.45,1449.9,30,14,No,Medium
REC00568,2021-11-15,Eastern,Mbale,Woodland,9217.01,109.38,1297.6,447,3,No,Medium
REC00569,2022-01-23,Eastern,Mbale,Woodland,9084.39,179.97,1661.5,324,12,Yes,High
REC00570,2023-08-07,Western,Mbarara,Woodland,6958.98,147.46,2457.2,815,8,No,Medium
REC00571,2021-11-03,Western,Mbarara,Montane Forest,7569.79,427.34,1837.6,777,6,No,High
REC00572,2022-09-01,Western,Mbarara,Plantation,9391.63,553.21,1870.9,404,21,Yes,High
REC00573,2022-08-31,Central,Mukono,Tropical Rainforest,2192.76,104.41,718.3,596,9,No,Medium
REC00574,2021-03-07,Western,Kabale,Plantation,1299.25,23.9,813.9,95,12,No,Low
REC00575,2024-08-15,Western,Mbarara,Plantation,6071.76,49.22,1164.5,181,17,Yes,High
REC00576,2021-01-24,Western,Kabale,Mangrove,5173.03,335.34,1627.4,800,10,No,High
REC00577,2021-08-11,Western,Mbarara,Dry Forest,6091.58,390.54,1106.3,452,20,No,High
REC00578,2023-10-16,Central,Mukono,Mangrove,3928.29,184.92,1399.7,772,11,No,Medium
REC00579,2023-06-27,Eastern,Mbale,Dry Forest,1503.12,113.03,1882.9,331,12,No,Medium
REC00580,2021-05-01,Central,Wakiso,Tropical Rainforest,9036.4,420.76,1189.5,247,8,Yes,High
REC00581,2021-08-17,Central,Mukono,Tropical Rainforest,9898.08,574.35,2438.8,331,1,No,High
REC00582,2024-10-24,Western,Mbarara,Mangrove,659.33,43.48,1993.8,677,19,Yes,High
REC00583,2021-02-25,Central,Wakiso,Dry Forest,5312.88,370.15,2413.7,605,16,Yes,High
REC00584,2024-04-09,Central,Mukono,Montane Forest,5335.89,114.11,854.9,437,8,Yes,Medium
REC00585,2023-10-30,Eastern,Mbale,Woodland,1945.73,124.6,949.1,244,5,No,Medium
REC00586,2024-08-29,Eastern,Mbale,Dry Forest,8098.34,470.69,2320.3,473,4,Yes,High
REC00587,2021-08-26,Eastern,Mbale,Tropical Rainforest,6993.34,415.31,2204.9,647,18,Yes,High
REC00588,2023-08-07,Western,Kabale,Woodland,1538.99,76.25,1354.1,835,11,No,Low
REC00589,2021-08-14,Eastern,Mbale,Woodland,6676.17,180.98,2455.6,178,24,No,Medium
REC00590,2024-03-10,Central,Wakiso,Dry Forest,1299.51,5.75,1984.6,531,2,Yes,Low
REC00591,2023-07-27,Eastern,Mbale,Tropical Rainforest,3377.31,50.35,1547.1,286,11,Yes,High
REC00592,2023-05-25,Western,Mbarara,Plantation,1686.6,105.68,1917.4,401,5,No,Medium
REC00593,2022-08-12,Western,Mbarara,Woodland,1361.67,8.56,1286.2,696,4,No,Low
REC00594,2022-11-22,Western,Mbarara,Tropical Rainforest,1741.92,138.87,1219.0,403,8,Yes,Medium
REC00595,2021-05-04,Eastern,Mbale,Dry Forest,4231.16,108.86,788.5,504,0,Yes,Medium
REC00596,2023-06-17,Western,Kabale,Mangrove,1395.35,12.42,2070.8,693,23,No,Low
REC00597,2024-08-04,Central,Mukono,Mangrove,919.55,43.3,1215.8,135,0,Yes,Low
REC00598,2022-07-13,Northern,Gulu,Dry Forest,7715.37,562.29,2031.8,645,13,Yes,High
REC00599,2023-05-29,Northern,Gulu,Montane Forest,7087.92,52.18,1319.1,606,24,No,Low
REC00600,2023-03-25,Eastern,Mbale,Mangrove,4004.07,62.81,1871.1,328,19,No,Low
REC00601,2021-01-04,Northern,Gulu,Plantation,5528.91,19.4,2446.6,213,1,Yes,Low
REC00602,2023-03-16,Central,Mukono,Montane Forest,3183.0,180.61,1680.3,846,6,Yes,Medium
REC00603,2022-05-29,Central,Wakiso,Tropical Rainforest,5200.97,138.31,2455.8,634,0,Yes,Medium
REC00604,2024-01-13,Western,Mbarara,Plantation,542.91,26.18,2076.4,115,6,No,Low
REC00605,2023-05-04,Western,Kabale,Mangrove,2476.79,9.57,1526.6,431,17,No,Low
REC00606,2024-05-13,Western,Kabale,Montane Forest,9929.61,716.27,767.0,235,18,Yes,High
REC00607,2021-02-04,Northern,Gulu,Tropical Rainforest,9405.91,592.08,2086.3,860,3,Yes,High
REC00608,2023-01-07,Northern,Gulu,Plantation,2310.51,70.31,1391.1,297,15,Yes,High
REC00609,2022-08-20,Western,Mbarara,Tropical Rainforest,9398.26,189.96,2317.6,561,0,No,Medium
REC00610,2022-04-25,Central,Mukono,Woodland,4183.26,80.7,2016.2,828,12,Yes,High
REC00611,2021-04-14,Western,Kabale,Mangrove,7154.83,395.41,1071.2,758,12,No,High
REC00612,2022-04-26,Northern,Gulu,Woodland,9429.47,731.1,2306.4,795,24,Yes,High
REC00613,2021-03-07,Eastern,Mbale,Woodland,9565.53,263.14,961.1,849,3,No,Medium
REC00614,2021-10-10,Northern,Gulu,Montane Forest,1441.97,107.23,2430.2,274,17,No,Medium
REC00615,2024-12-12,Northern,Gulu,Plantation,2802.85,84.8,780.8,547,25,Yes,High
REC00616,2022-06-21,Central,Wakiso,Plantation,7180.5,93.87,1086.5,538,21,No,Low
REC00617,2024-12-04,Western,Mbarara,Woodland,2449.53,91.65,2410.1,727,17,No,Low
REC00618,2023-09-19,Western,Mbarara,Dry Forest,4372.28,43.11,773.3,864,0,Yes,Low
REC00619,2021-06-21,Eastern,Mbale,Tropical Rainforest,6774.73,186.15,1856.4,863,2,No,Medium
REC00620,2023-08-27,Western,Mbarara,Tropical Rainforest,4264.1,331.76,1138.8,782,1,No,High
REC00621,2021-09-28,Central,Mukono,Plantation,4460.58,192.99,732.4,742,19,Yes,High
REC00622,2022-06-13,Central,Mukono,Montane Forest,7611.27,144.62,1617.9,455,9,No,Medium
REC00623,2022-10-20,Central,Wakiso,Mangrove,3940.85,83.47,2118.1,51,3,No,Low
REC00624,2024-02-24,Northern,Gulu,Woodland,463.39,2.99,1512.6,735,2,Yes,Low
REC00625,2024-09-28,Northern,Gulu,Mangrove,8726.13,327.79,785.5,814,5,Yes,High
REC00626,2021-05-18,Central,Mukono,Mangrove,4173.27,133.43,2449.1,202,5,Yes,Medium
REC00627,2022-08-23,Central,Wakiso,Plantation,767.95,24.29,2365.2,35,24,Yes,High
REC00628,2021-03-29,Central,Wakiso,Dry Forest,8741.52,3.5,1836.2,604,3,Yes,Low
REC00629,2022-12-04,Western,Mbarara,Dry Forest,9677.4,636.79,1448.5,867,9,No,High
REC00630,2023-09-29,Central,Wakiso,Montane Forest,5721.91,131.42,1630.9,712,22,No,Medium
REC00631,2024-03-29,Northern,Gulu,Dry Forest,1747.78,100.82,1284.0,754,20,No,Medium
REC00632,2024-08-01,Central,Wakiso,Mangrove,410.94,13.5,2015.6,890,24,Yes,High
REC00633,2024-08-13,Central,Wakiso,Montane Forest,2630.33,145.38,743.7,44,19,No,Medium
REC00634,2023-04-16,Western,Mbarara,Tropical Rainforest,9501.38,198.4,1416.4,280,12,Yes,High
REC00635,2024-03-22,Central,Wakiso,Mangrove,2614.56,28.37,2436.2,337,8,Yes,Low
REC00636,2021-04-29,Eastern,Mbale,Woodland,5371.41,245.3,1711.8,302,7,No,Medium
REC00637,2024-08-11,Central,Mukono,Plantation,1781.24,24.05,1131.3,140,14,Yes,High
REC00638,2021-07-25,Central,Mukono,Woodland,7403.25,534.02,1098.3,281,18,Yes,High
REC00639,2022-06-26,Northern,Gulu,Plantation,9425.33,104.71,1577.2,104,20,No,Medium
REC00640,2021-09-16,Central,Mukono,Dry Forest,8936.66,613.29,1023.6,716,2,Yes,High
REC00641,2023-03-16,Western,Kabale,Dry Forest,7767.13,444.0,2069.0,269,12,Yes,High
REC00642,2023-04-14,Central,Wakiso,Dry Forest,1536.33,19.95,1003.2,239,14,No,Low
REC00643,2021-11-20,Central,Mukono,Plantation,7298.72,296.37,2183.3,233,18,No,Medium
REC00644,2023-08-20,Western,Kabale,Plantation,2041.72,35.86,1112.9,859,22,Yes,High
REC00645,2022-05-01,Eastern,Mbale,Plantation,792.44,56.08,2434.8,548,16,No,Low
REC00646,2021-01-10,Western,Kabale,Montane Forest,1513.29,48.54,1991.9,303,8,Yes,Low
REC00647,2023-09-28,Central,Mukono,Dry Forest,502.99,4.79,2319.8,38,4,No,Low
REC00648,2021-10-04,Western,Kabale,Dry Forest,5595.3,90.14,1378.4,132,11,Yes,High
REC00649,2024-04-13,Eastern,Mbale,Dry Forest,5345.73,68.69,706.1,187,14,Yes,High
REC00650,2021-03-21,Western,Kabale,Dry Forest,9269.55,89.03,1423.1,453,22,No,Low
REC00651,2022-08-24,Central,Mukono,Woodland,8116.3,506.82,2361.7,541,5,Yes,High
REC00652,2023-03-20,Western,Kabale,Tropical Rainforest,586.86,34.18,735.7,502,18,No,Low
REC00653,2022-08-24,Western,Mbarara,Tropical Rainforest,1794.57,7.81,867.6,506,4,Yes,Low
REC00654,2022-11-10,Northern,Gulu,Mangrove,6723.66,221.15,1502.4,87,19,No,Medium
REC00655,2024-07-02,Western,Kabale,Montane Forest,8591.77,421.02,1410.9,628,4,No,High
REC00656,2023-01-07,Western,Kabale,Plantation,747.79,52.83,1784.9,195,11,No,Low
REC00657,2021-03-18,Western,Mbarara,Plantation,5082.77,9.69,1338.0,32,17,No,Low
REC00658,2022-12-11,Central,Mukono,Tropical Rainforest,8443.37,480.04,1297.0,190,11,No,High
REC00659,2022-10-22,Eastern,Mbale,Woodland,6880.95,243.45,1918.6,78,7,Yes,Medium
REC00660,2022-12-30,Eastern,Mbale,Mangrove,6266.23,301.32,862.3,277,19,Yes,High
REC00661,2024-10-11,Western,Mbarara,Montane Forest,7091.12,238.6,2497.2,705,11,Yes,High
REC00662,2022-08-21,Eastern,Mbale,Plantation,9305.25,276.38,2191.7,482,15,Yes,High
REC00663,2024-09-27,Western,Kabale,Woodland,6640.75,150.89,763.3,591,11,Yes,High
REC00664,2024-05-19,Northern,Gulu,Plantation,9694.54,30.41,2000.0,49,22,No,Low
REC00665,2021-04-03,Western,Kabale,Mangrove,2847.77,26.01,2133.3,640,1,Yes,Low
REC00666,2023-10-08,Central,Wakiso,Woodland,7610.37,508.39,1919.2,875,2,No,High
REC00667,2022-10-09,Central,Mukono,Mangrove,9870.5,489.67,1231.2,172,24,No,High
REC00668,2022-05-29,Eastern,Mbale,Montane Forest,1573.08,54.6,1097.3,129,12,No,Low
REC00669,2024-05-15,Central,Mukono,Dry Forest,2513.75,88.64,2392.9,297,6,Yes,Low
REC00670,2023-04-17,Central,Wakiso,Montane Forest,6188.12,26.19,2345.4,354,10,Yes,Low
REC00671,2023-05-27,Central,Mukono,Montane Forest,7682.27,53.94,1991.3,479,17,Yes,High
REC00672,2024-10-28,Eastern,Mbale,Plantation,2014.38,29.96,2108.2,163,14,No,Low
REC00673,2024-12-02,Eastern,Mbale,Dry Forest,7040.55,241.79,1359.6,855,10,Yes,Medium
REC00674,2022-01-16,Central,Wakiso,Plantation,7943.88,190.69,1949.1,98,9,Yes,Medium
REC00675,2022-03-25,Western,Kabale,Montane Forest,6809.86,272.98,1968.8,430,5,No,Medium
REC00676,2023-10-08,Central,Mukono,Mangrove,744.79,25.25,975.1,268,12,No,Low
REC00677,2022-01-31,Central,Wakiso,Montane Forest,4960.36,110.11,1127.1,822,25,No,Medium
REC00678,2022-06-02,Central,Mukono,Woodland,2746.23,158.74,1392.0,739,0,No,Medium
REC00679,2022-11-11,Eastern,Mbale,Montane Forest,8412.44,580.91,1266.6,280,15,No,High
REC00680,2021-04-22,Eastern,Mbale,Montane Forest,1051.9,77.14,1088.3,212,3,Yes,Low
REC00681,2021-07-12,Central,Mukono,Tropical Rainforest,8003.82,256.01,1755.3,823,8,Yes,Medium
REC00682,2023-12-05,Central,Wakiso,Montane Forest,6733.87,202.44,2028.2,857,7,Yes,Medium
REC00683,2022-07-26,Northern,Gulu,Mangrove,7342.6,227.37,1309.1,305,5,No,Medium
REC00684,2024-06-17,Central,Wakiso,Montane Forest,4013.56,283.75,1784.7,111,15,Yes,High
REC00685,2022-04-02,Central,Wakiso,Mangrove,1390.45,45.96,1249.0,282,19,Yes,High
REC00686,2022-08-19,Eastern,Mbale,Montane Forest,6433.15,233.4,2137.3,170,15,Yes,High
REC00687,2024-06-04,Central,Mukono,Woodland,7346.0,479.34,936.1,703,22,Yes,High
REC00688,2024-03-28,Central,Wakiso,Dry Forest,8197.32,594.38,1853.3,638,19,No,High
REC00689,2024-11-02,Western,Mbarara,Plantation,1168.55,19.72,2131.5,604,20,No,Low
REC00690,2022-07-03,Central,Mukono,Dry Forest,7453.4,271.82,2179.9,257,14,Yes,High
REC00691,2022-02-08,Eastern,Mbale,Mangrove,9600.05,360.22,1024.8,143,8,No,High
REC00692,2021-11-25,Central,Mukono,Woodland,3587.77,142.64,829.5,776,21,No,Medium
REC00693,2023-07-23,Eastern,Mbale,Mangrove,1115.81,88.25,1520.7,584,16,No,Low
REC00694,2022-06-03,Central,Mukono,Tropical Rainforest,7672.17,188.74,1210.3,41,4,No,Medium
REC00695,2022-12-29,Western,Kabale,Plantation,9058.57,485.56,720.3,236,0,No,High
REC00696,2024-12-24,Eastern,Mbale,Plantation,2539.31,24.51,1664.3,495,25,Yes,High
REC00697,2022-06-24,Central,Wakiso,Woodland,8583.87,56.1,890.1,456,15,Yes,High
REC00698,2024-07-23,Central,Wakiso,Montane Forest,4127.4,80.89,2458.9,508,25,Yes,High
REC00699,2021-08-31,Western,Kabale,Tropical Rainforest,8548.82,296.45,899.6,311,22,Yes,High
REC00700,2024-11-21,Central,Wakiso,Woodland,2470.37,7.23,868.9,669,24,Yes,High
REC00701,2023-12-17,Central,Wakiso,Woodland,2936.63,199.25,2034.6,44,13,Yes,High
REC00702,2022-05-26,Central,Mukono,Plantation,4389.85,65.89,1386.5,665,13,No,Low
REC00703,2024-01-05,Western,Mbarara,Dry Forest,6304.45,133.42,881.9,612,6,No,Medium
REC00704,2022-08-11,Central,Mukono,Plantation,1257.25,92.18,1097.4,104,7,Yes,Low
REC00705,2022-12-28,Western,Mbarara,Tropical Rainforest,7073.05,290.9,2164.3,254,21,No,Medium
REC00706,2023-08-28,Central,Mukono,Montane Forest,5798.96,256.39,2155.7,889,12,No,Medium
REC00707,2024-10-09,Central,Mukono,Woodland,9183.13,342.66,1224.0,500,11,Yes,High
REC00708,2022-07-25,Central,Mukono,Dry Forest,6935.03,279.24,2339.7,427,11,Yes,High
REC00709,2023-11-22,Northern,Gulu,Mangrove,1554.35,11.91,1344.3,180,7,No,Low
REC00710,2021-10-11,Central,Wakiso,Woodland,8124.14,262.37,2041.5,580,16,Yes,High
REC00711,2021-11-06,Western,Kabale,Plantation,1344.31,11.51,1229.8,53,19,No,Low
REC00712,2023-05-20,Central,Wakiso,Tropical Rainforest,3181.69,178.82,1664.6,876,1,No,Medium
REC00713,2024-10-09,Central,Mukono,Woodland,6145.03,319.05,1253.7,596,25,No,High
REC00714,2023-07-30,Central,Mukono,Dry Forest,290.33,16.67,1130.3,235,15,Yes,High
REC00715,2024-09-21,Central,Wakiso,Woodland,1826.18,121.09,1651.9,481,2,No,Medium
REC00716,2023-06-17,Eastern,Mbale,Mangrove,4672.56,341.28,1951.4,531,23,Yes,High
REC00717,2021-08-21,Western,Kabale,Plantation,1153.32,85.86,1365.1,606,17,Yes,High
REC00718,2022-02-07,Eastern,Mbale,Woodland,446.26,28.81,2014.0,488,3,Yes,Low
REC00719,2024-01-18,Western,Kabale,Montane Forest,3150.41,94.0,1433.3,736,2,Yes,Low
REC00720,2022-03-02,Western,Mbarara,Mangrove,8815.32,487.68,1322.5,715,25,Yes,High
REC00721,2024-04-28,Central,Wakiso,Mangrove,9638.11,606.91,1379.8,607,2,No,High
REC00722,2024-02-27,Western,Kabale,Dry Forest,5824.2,32.04,1199.5,426,4,Yes,Low
REC00723,2022-07-25,Eastern,Mbale,Tropical Rainforest,4182.56,115.86,2281.7,491,23,No,Medium
REC00724,2021-04-29,Western,Kabale,Plantation,7231.51,210.99,1788.5,300,8,No,Medium
REC00725,2023-11-13,Central,Mukono,Dry Forest,8648.94,514.02,913.3,509,20,Yes,High
REC00726,2021-01-05,Central,Wakiso,Dry Forest,121.3,6.34,1990.4,505,4,No,Low
REC00727,2021-06-26,Eastern,Mbale,Mangrove,9910.07,747.23,1902.8,432,4,Yes,High
REC00728,2023-02-17,Central,Wakiso,Woodland,1379.06,94.35,1669.4,715,18,No,Low
REC00729,2022-12-31,Eastern,Mbale,Plantation,2603.58,43.42,2099.8,690,2,No,Low
REC00730,2022-12-27,Eastern,Mbale,Montane Forest,4456.58,43.63,1686.8,657,10,Yes,Low
REC00731,2023-05-17,Central,Mukono,Montane Forest,8394.22,253.86,1235.1,75,24,No,Medium
REC00732,2024-07-19,Western,Kabale,Plantation,7951.59,70.79,1437.9,374,0,Yes,Low
REC00733,2024-08-17,Northern,Gulu,Mangrove,1070.32,13.92,1606.2,57,16,Yes,High
REC00734,2024-07-19,Central,Wakiso,Mangrove,624.67,22.49,775.8,78,11,No,Low
REC00735,2021-11-30,Western,Mbarara,Dry Forest,9357.84,197.17,2329.7,409,23,No,Medium
REC00736,2022-08-04,Western,Mbarara,Dry Forest,2416.47,23.47,981.9,334,20,Yes,High
REC00737,2021-02-20,Western,Kabale,Dry Forest,1603.77,84.66,1126.9,502,16,Yes,High
REC00738,2024-04-09,Western,Kabale,Tropical Rainforest,4781.64,266.44,1244.0,756,13,No,Medium
REC00739,2021-10-22,Central,Mukono,Woodland,8006.13,584.17,856.7,99,18,No,High
REC00740,2022-08-17,Western,Kabale,Woodland,3383.87,55.07,1821.1,355,8,Yes,Low
REC00741,2021-07-08,Central,Wakiso,Plantation,5316.31,391.76,1594.8,458,2,Yes,High
REC00742,2021-11-28,Northern,Gulu,Plantation,2400.18,112.09,1959.6,623,12,No,Medium
REC00743,2023-09-26,Eastern,Mbale,Plantation,9587.98,127.39,1491.3,416,2,Yes,Medium
REC00744,2024-04-25,Northern,Gulu,Plantation,1165.49,3.57,2128.9,281,19,No,Low
REC00745,2021-06-06,Eastern,Mbale,Woodland,4174.16,299.46,1156.2,622,15,No,Medium
REC00746,2024-12-31,Western,Mbarara,Plantation,1034.76,63.03,2407.3,258,23,Yes,High
REC00747,2021-06-13,Central,Mukono,Mangrove,1941.06,124.97,1899.2,190,24,No,Medium
REC00748,2024-06-10,Eastern,Mbale,Mangrove,1917.39,107.89,2320.1,80,6,No,Medium
REC00749,2024-08-09,Western,Kabale,Dry Forest,3882.25,155.13,2338.4,146,11,Yes,High
REC00750,2023-03-31,Western,Mbarara,Woodland,6444.54,115.38,1981.5,882,16,Yes,High
REC00751,2023-04-20,Central,Wakiso,Dry Forest,4649.03,188.74,967.2,591,24,No,Medium
REC00752,2021-03-29,Eastern,Mbale,Woodland,3183.42,119.02,2037.5,288,9,No,Medium
REC00753,2022-11-03,Central,Wakiso,Dry Forest,3977.76,3.39,1580.6,898,22,Yes,High
REC00754,2024-01-31,Central,Mukono,Mangrove,4221.16,260.27,953.8,458,13,Yes,High
REC00755,2023-01-17,Central,Mukono,Montane Forest,7642.9,545.93,1800.2,745,24,No,High
REC00756,2022-12-22,Western,Kabale,Woodland,7532.4,214.86,2437.7,32,8,Yes,Medium
REC00757,2021-10-26,Central,Mukono,Mangrove,3756.87,276.93,2472.5,84,18,No,Medium
REC00758,2021-11-05,Western,Kabale,Plantation,796.98,52.44,2069.3,283,6,No,Low
REC00759,2023-03-08,Western,Mbarara,Plantation,1405.45,65.25,802.4,757,21,No,Low
REC00760,2022-10-04,Eastern,Mbale,Mangrove,2348.68,97.03,2317.6,78,3,No,Low
REC00761,2023-01-22,Central,Mukono,Mangrove,6092.57,136.54,1818.5,171,10,Yes,Medium
REC00762,2024-04-19,Western,Mbarara,Woodland,3866.0,145.45,1706.9,331,21,Yes,High
REC00763,2024-10-16,Central,Wakiso,Tropical Rainforest,3256.86,79.21,1159.5,735,4,No,Low
REC00764,2024-08-23,Central,Wakiso,Woodland,8521.49,117.75,857.8,564,10,No,Medium
REC00765,2022-07-11,Western,Kabale,Mangrove,3727.52,0.1,1734.5,761,6,Yes,Low
REC00766,2021-03-19,Eastern,Mbale,Montane Forest,5956.13,323.8,1008.4,52,9,No,High
REC00767,2024-03-05,Western,Kabale,Plantation,8327.82,653.17,1962.1,899,9,No,High
REC00768,2021-03-19,Central,Wakiso,Montane Forest,7642.51,255.14,2456.7,92,12,No,Medium
REC00769,2023-04-07,Eastern,Mbale,Mangrove,7196.39,266.05,2084.3,522,4,No,Medium
REC00770,2024-09-05,Western,Kabale,Mangrove,1447.77,29.84,1461.7,32,25,No,Low
REC00771,2021-04-27,Western,Mbarara,Montane Forest,3561.22,201.19,1363.1,862,4,No,Medium
REC00772,2022-02-12,Central,Wakiso,Tropical Rainforest,3151.97,6.53,1897.8,49,11,Yes,High
REC00773,2022-03-18,Central,Wakiso,Tropical Rainforest,1262.45,7.48,1271.9,556,5,No,Low
REC00774,2024-07-30,Eastern,Mbale,Montane Forest,4412.35,62.89,870.2,384,5,Yes,Low
REC00775,2023-02-12,Eastern,Mbale,Mangrove,7414.11,526.39,2444.4,395,17,No,High
REC00776,2023-11-03,Eastern,Mbale,Dry Forest,6621.02,156.61,2079.1,765,24,No,Medium
REC00777,2024-05-24,Northern,Gulu,Tropical Rainforest,1724.22,107.76,1987.7,876,18,No,Medium
REC00778,2024-03-01,Central,Wakiso,Dry Forest,1063.7,73.76,890.6,685,24,No,Low
REC00779,2022-10-10,Central,Wakiso,Montane Forest,8294.36,24.04,1713.8,662,9,Yes,Low
REC00780,2021-01-07,Western,Mbarara,Woodland,6772.91,183.22,1321.2,838,17,Yes,High
REC00781,2024-07-30,Central,Wakiso,Dry Forest,3403.87,6.45,1910.5,829,24,No,Low
REC00782,2024-12-25,Northern,Gulu,Dry Forest,8607.46,112.19,1525.8,46,23,No,Medium
REC00783,2023-06-18,Central,Wakiso,Mangrove,453.67,11.33,944.3,818,2,Yes,Low
REC00784,2024-09-02,Eastern,Mbale,Montane Forest,3049.02,75.56,1507.1,886,25,Yes,High
REC00785,2024-05-07,Central,Wakiso,Woodland,546.34,25.04,2147.7,668,17,Yes,High
REC00786,2024-11-20,Western,Mbarara,Mangrove,6727.08,40.87,1253.2,508,17,Yes,High
REC00787,2022-04-21,Northern,Gulu,Tropical Rainforest,701.0,45.67,2285.3,726,0,Yes,Low
REC00788,2023-11-30,Eastern,Mbale,Woodland,8376.06,385.93,866.8,751,11,No,High
REC00789,2024-08-07,Western,Kabale,Montane Forest,6956.04,186.28,1765.5,46,6,No,Medium
REC00790,2023-01-12,Western,Kabale,Woodland,9238.83,403.73,1284.5,612,1,No,High
REC00791,2023-09-27,Western,Mbarara,Woodland,1967.99,111.09,855.2,307,25,No,Medium
REC00792,2024-04-16,Northern,Gulu,Tropical Rainforest,8495.36,85.61,1118.9,165,10,Yes,Low
REC00793,2021-04-16,Western,Mbarara,Woodland,7920.18,183.26,2422.8,412,22,Yes,High
REC00794,2022-10-25,Central,Wakiso,Woodland,5798.49,368.74,2356.6,284,21,No,High
REC00795,2023-04-20,Western,Kabale,Woodland,6255.4,244.95,1040.6,46,3,Yes,Medium
REC00796,2024-06-17,Central,Mukono,Tropical Rainforest,2481.91,194.05,1559.8,658,10,No,Medium
REC00797,2022-05-08,Central,Mukono,Tropical Rainforest,4358.09,331.4,2246.4,415,12,No,High
REC00798,2024-07-23,Western,Mbarara,Tropical Rainforest,4747.26,356.9,1860.7,127,21,No,High
REC00799,2022-08-10,Western,Kabale,Plantation,893.21,64.13,1128.4,369,8,Yes,Low
REC00800,2022-11-21,Central,Mukono,Plantation,8816.28,144.98,2162.1,447,10,No,Medium
REC00801,2024-12-25,Central,Mukono,Mangrove,9992.51,398.52,2175.1,234,20,No,High
REC00802,2023-07-02,Western,Mbarara,Mangrove,4588.61,312.71,1376.6,103,4,No,High
REC00803,2022-03-23,Northern,Gulu,Plantation,971.93,15.2,882.6,522,19,No,Low
REC00804,2023-08-16,Eastern,Mbale,Tropical Rainforest,6596.66,185.13,1616.7,255,9,No,Medium
REC00805,2024-08-14,Northern,Gulu,Montane Forest,8911.76,662.65,2120.7,793,14,Yes,High
REC00806,2021-08-16,Central,Wakiso,Montane Forest,9470.32,133.08,1715.0,615,22,No,Medium
REC00807,2023-10-03,Western,Kabale,Dry Forest,8275.11,10.72,1407.1,322,13,Yes,High
REC00808,2024-06-27,Northern,Gulu,Montane Forest,1804.3,13.34,1419.9,457,17,No,Low
REC00809,2022-01-29,Central,Mukono,Plantation,4925.83,96.29,1168.6,799,1,No,Low
REC00810,2023-12-10,Northern,Gulu,Dry Forest,6989.68,82.92,1948.1,462,3,No,Low
REC00811,2021-01-12,Central,Mukono,Montane Forest,9778.45,426.49,2196.7,570,1,No,High
REC00812,2021-04-22,Eastern,Mbale,Montane Forest,4731.66,301.49,1595.4,129,13,No,High
REC00813,2024-05-19,Western,Mbarara,Mangrove,8169.42,559.1,1077.4,558,10,Yes,High
REC00814,2024-01-20,Central,Mukono,Dry Forest,2947.71,132.95,2055.3,662,19,No,Medium
REC00815,2022-03-18,Western,Mbarara,Plantation,9879.0,557.96,1029.6,349,12,No,High
REC00816,2021-03-09,Western,Mbarara,Mangrove,3895.72,147.23,2197.0,637,11,Yes,High
REC00817,2021-05-01,Western,Mbarara,Mangrove,764.4,43.85,1448.5,798,24,Yes,High
